    0.859972620010375999E+00    0.451353326439857579E-08    0.789571362733840987E+00   -0.193943986415863030E+02    0.226579889059066808E+01    0.233475188269307354E+01    0.194673079775545226E+02   -0.980955334489870584E+06   -0.980974801797848195E+06   -0.391195633965034517E+01    1
    0.672342252731323198E+00    0.496047598123550519E-08    0.807079544663429349E+00   -0.192866102814674356E+02    0.253777751922607431E+01    0.232121690224854449E+01    0.194673079775545226E+02   -0.869190602860325016E+06   -0.869210070168302627E+06   -0.393195633965034208E+01    1
    0.434177398681640625E+00    0.695670735836029133E-08    0.695594891905784607E+00   -0.191346524834632881E+02    0.267399008274078387E+01    0.192328212226700734E+01    0.194673079775545226E+02   -0.788026927017880487E+06   -0.788046394325858098E+06   -0.395195633965034165E+01    1
    0.392693758010864258E+00    0.864549988508224551E-08    0.879323187470436141E+00   -0.189472748994827249E+02    0.227964938879013079E+01    0.259925938321345962E+01    0.194673079775545226E+02   -0.685199115638271207E+06   -0.685218582946248818E+06   -0.397195633965034300E+01    1
    0.376673078536987282E+00    0.701271399855613753E-08    0.818200126290321350E+00   -0.190408791661262491E+02    0.241226505041122463E+01    0.211512804069271354E+01    0.194673079775545226E+02   -0.657331392453525797E+06   -0.657350859761503409E+06   -0.399195633965034391E+01    1
    0.630885791778564409E+00    0.644096937775611963E-08    0.858861270546913191E+00   -0.190385652422904954E+02    0.202855364084243783E+01    0.274335928077691182E+01    0.194673079775545226E+02   -0.600584025068756542E+06   -0.600603492376734153E+06   -0.401195633965034215E+01    1
    0.657658958435058616E+00    0.924618411064147972E-08    0.866340413689613342E+00   -0.189158145189285278E+02    0.116747499704360980E+01    0.336165266680092678E+01    0.194673079775545226E+02   -0.549579343597178813E+06   -0.549598810905156424E+06   -0.403195633965034173E+01    1
    0.760537862777709961E+00    0.806900900602340734E-08    0.670537284016609281E+00   -0.191271661520004272E+02    0.205558311939239502E+01    0.257813612453038132E+01    0.194673079775545226E+02   -0.517870178280860477E+06   -0.517889645588838030E+06   -0.405195633965034396E+01    1
    0.727037954330444380E+00    0.509815880656242470E-08    0.701085171103477567E+00   -0.194994815826416001E+02    0.241644823551177979E+01    0.210930217082180205E+01    0.194673079775545226E+02   -0.497455400373758865E+06   -0.497474867681736418E+06   -0.407195633965034443E+01    1
    0.651076173782348611E+00    0.578675639629364115E-08    0.679951593279838562E+00   -0.194923943281173706E+02    0.217453002929687500E+01    0.209161001772440436E+01    0.194673079775545226E+02   -0.309894782692764362E+06   -0.309914250000741915E+06   -0.409195633965034400E+01    1
    0.696587610244751021E+00    0.536391076445579574E-08    0.804093077778816223E+00   -0.194888702273368821E+02    0.179995197057723999E+01    0.243498746491576989E+01    0.194673079775545226E+02   -0.289879901537154336E+06   -0.289899368845131889E+06   -0.411195633965034357E+01    1
    0.426946353912353582E+00    0.966634574532508838E-08    0.835749530792236350E+00   -0.191737666010856636E+02    0.176621111631393446E+01    0.273418197351440639E+01    0.194673079775545226E+02   -0.239129526803272602E+06   -0.239148994111250155E+06   -0.413195633965034226E+01    1
    0.534678602218627952E+00    0.995620611310005222E-08    0.827509710192680381E+00   -0.189003025174140902E+02    0.120008852481842054E+01    0.307276203926518088E+01    0.194673079775545226E+02   -0.166331696231413982E+06   -0.166351163539391535E+06   -0.415195633965034450E+01    1
    0.722879886627197266E+00    0.409335067868232803E-08    0.812990832328796431E+00   -0.190008000969886766E+02    0.148729045391082781E+01    0.217643046533245110E+01    0.194673079775545226E+02   -0.157688499678240245E+06   -0.157707966986217798E+06   -0.417195633965034762E+01    1
    0.753218698501586958E+00    0.784805658459663476E-08    0.606445968151092529E+00   -0.191555510759353638E+02    0.145858840942382817E+01    0.229096960113048231E+01    0.194673079775545226E+02   -0.156126942070855177E+06   -0.156146409378832730E+06   -0.419195633965034720E+01    1
    0.537703704833984442E+00    0.981916087865829529E-08    0.808472391963005022E+00   -0.191919231534004204E+02    0.110949406623840341E+01    0.298874682358484245E+01    0.194673079775545226E+02   -0.150669201772449334E+06   -0.150688669080426887E+06   -0.421195633965034677E+01    1
    0.262400007247924782E+00    0.938471516966819803E-08    0.801763105392456099E+00   -0.191744945526123054E+02    0.167398421764373806E+01    0.184503979526592587E+01    0.194673079775545226E+02   -0.146998928902344254E+06   -0.147018396210321807E+06   -0.423195633965034279E+01    1
